sensor_11,sensor_14,sensor_2,sensor_12_norm,sensor_12,sensor_11_norm,setting2,sensor_15,cycle,sensor_15_norm,setting3,sensor_13,sensor_13_norm,id,sensor_7_norm,sensor_21_norm,sensor_17,sensor_21,sensor_4_norm,sensor_17_norm,sensor_4,sensor_9,sensor_3_norm,sensor_2_norm,sensor_20_norm,setting1,sensor_9_norm,sensor_3,sensor_8,sensor_8_norm,sensor_20,sensor_7
47.71,8137.36,643.25,-0.6227458366825869,521.01,0.9761047224100264,0.0,8.4927,130,1.5844839337980448,100.0,2388.19,0.750733389819505,15,-0.8521499568187909,-1.7343639643912738,395,23.1329,1.0502367251878424,1.3777525300979891,1414.8,9064.61,1.7061849800662952,1.4959793799008685,-0.7102068340783642,-0.0014,0.0271050925118992,1599.73,2388.11,0.2461631630285686,38.81,552.2
47.8,8141.77,642.51,-0.489063470229148,521.49,1.281999028801451,0.0003,8.4672,131,1.1886535408252006,100.0,2388.19,0.7535975740325703,15,-0.661787388150326,-1.1115216866615776,395,23.2273,0.4011864645271898,1.3859368493047268,1408.37,9060.41,0.5068175924804847,0.0971131594947357,-1.0550893084169757,-0.0036,-0.1987618468998699,1591.58,2388.07,-0.0184954169806203,38.73,552.9
47.7,8139.18,643.12,-0.7214233257288848,520.69,0.9428860424380494,0.0002,8.4708,132,1.2240350574636805,100.0,2388.18,0.6876824810915773,15,-0.6595897785929283,-1.2646267204609194,394,23.2032,1.5944049397771531,0.8115382040440243,1420.14,9065.63,0.2815851759848715,1.2496733313093034,-1.9909369776294197,0.0002,0.0778169258799236,1590.0,2388.15,0.497852788365764,38.49,552.86
47.81,8137.92,643.36,-0.6659172381403465,520.87,1.308291522129868,0.0002,8.4745,133,1.284932812826115,100.0,2388.13,0.3724279374605407,15,-0.8667378491086496,-1.0454605525958194,396,23.236,1.2407975044541435,1.9439668561519536,1416.67,9065.0,0.95654972858664,1.704392190247611,-1.1504578209240368,0.0005,0.0464949111526117,1594.61,2388.15,0.497852788365764,38.7,552.15
47.82,8135.51,642.81,-0.7245069972616144,520.68,1.341510202101845,0.0001,8.4861,134,1.4758555053137286,100.0,2388.17,0.6246315723665169,15,-0.650837043219033,-1.0347695200170357,393,23.2376,1.6942710166118715,0.2453238779900595,1421.12,9061.47,0.681293034683978,0.6623281385138997,-1.0303893699661493,-0.001,-0.1290078062879785,1592.73,2388.14,0.4349303820300345,38.73,552.89
47.8,8138.93,643.45,-0.7645947271866795,520.55,1.2750728421578672,-0.0001,8.4464,135,0.8224390491276528,100.0,2388.14,0.4354788461856012,15,-0.8083862799492811,-0.9973509059912812,394,23.2432,0.7241434130744021,0.8115382040440243,1411.6,9067.04,1.996082987474439,1.87491176234953,-1.6307316247557002,-0.0014,0.1479185778888415,1601.71,2388.16,0.5607751946986322,38.58,552.35
47.81,8149.7,642.91,-0.4963153038420023,521.42,1.308291522129868,0.0,8.4732,136,1.2635363041852523,100.0,2388.18,0.6876824810915773,15,-0.6158261017234187,-0.7400979345642781,396,23.2817,0.7730574098914194,1.9439668561519536,1412.08,9065.19,0.9419084150811916,0.8517943297382303,-0.5501155661344858,-0.0002,0.0559412330545368,1594.51,2388.2,0.8124648200358277,38.85,553.01
47.69,8139.48,643.25,-0.6720845812057358,520.85,0.9096673624660488,0.0005,8.5021,137,1.739197150124239,100.0,2388.16,0.5615806636385893,15,-0.6800128277987172,-0.9358774686632696,394,23.2524,0.4632687633836591,0.8115382040440243,1409.04,9064.26,0.6373690941675996,1.4959793799008685,-1.1904806379100277,-0.0007,0.0097039732189079,1592.43,2388.14,0.4349303820300345,38.69,552.79
47.81,8136.76,643.17,-0.687502938869244,520.8,1.308291522129868,0.0004,8.4605,138,1.0545088736169002,100.0,2388.14,0.4354788461856012,15,-0.7529522892479111,-1.1637301004986356,395,23.2183,1.1878073412357122,1.3777525300979891,1416.15,9060.5,1.4221434980603307,1.344406426921361,-2.231073879545251,0.0006,-0.1772337654713286,1597.79,2388.12,0.3090855693614368,38.43,552.54
47.8,8142.46,642.99,-0.5949927928883002,521.1,1.2750728421578672,0.0004,8.4696,139,1.2042844341028798,100.0,2388.19,0.750733389819505,15,-0.6975182985465078,-1.1370025190516646,396,23.2223,0.4897638449928748,1.9439668561519536,1409.3,9069.53,0.9053051313175376,1.003367282717738,-0.7902524680503176,0.0014,0.2717151122874111,1594.26,2388.18,0.68662000736723,38.79,552.73
47.69,8136.83,642.85,-0.7892640994482365,520.47,0.9096673624660488,0.0005,8.4581,140,1.015007626895328,100.0,2388.14,0.4354788461856012,15,-0.8638202706506845,-1.3835644578998842,396,23.1854,1.9765455399100855,1.9439668561519536,1423.89,9073.52,1.2610890495002656,0.7381146150037612,-1.6307316247557002,-0.0007,0.4700878722272941,1596.69,2388.13,0.3720079756971663,38.58,552.16
47.78,8140.65,643.33,-0.7399253549250875,520.63,1.2086354822139131,-0.0001,8.4759,141,1.3079752067470105,100.0,2388.23,1.002937024725481,15,-0.8959136336883338,-1.508515901164449,395,23.1667,1.0971126388041526,1.3777525300979891,1415.26,9064.99,1.6212653617346282,1.6475523328803765,-1.350571905853906,0.0001,0.0459977363156588,1599.15,2388.2,0.8124648200358277,38.65,552.05
47.97,8135.66,642.9,-0.7029212965327171,520.75,1.8397904016815956,-0.0004,8.46,142,1.046279447216591,100.0,2388.16,0.5615806636385893,15,-0.8492323783608258,-1.647499324688636,395,23.1459,1.0746937235963512,1.3777525300979891,1415.04,9069.6,1.7720708908408795,0.8328477106158189,-1.3905947228398683,0.0011,0.2751953361459912,1600.18,2388.16,0.5607751946986322,38.64,552.21
47.8,8139.54,643.15,-0.7624560189392311,520.55,1.2969003288419425,0.0,8.4657,143,1.1531786769544814,100.0,2388.15,0.4931818826894889,15,-0.6532874129575331,-0.9460407280451032,395,23.2531,1.765368175277848,1.3899742344213477,1421.61,9067.65,1.9260703689162837,1.355417044076819,-2.081883866192582,0.0025,0.1955013517547499,1601.02,2388.13,0.3696998885908499,38.47,552.89
47.74,8139.67,643.13,-0.8786905738964856,520.18,1.0757607623259813,0.0003,8.4622,144,1.0824889233780102,100.0,2388.18,0.6876824810915773,15,-0.6975182985465078,-0.4066713560134208,395,23.3316,1.324358915683205,1.3777525300979891,1417.49,9065.39,2.489495252608481,1.2686199504317148,-0.83027528503628,0.0008,0.0658847297933243,1605.08,2388.16,0.5607751946986322,38.78,552.73
47.9,8138.17,642.58,-0.7553437125885606,520.58,1.6072596418777088,-0.0003,8.5175,145,1.992663483254349,100.0,2388.17,0.6246315723665169,15,-0.8871608983144053,-1.1777620807582816,393,23.2162,1.2357022964523523,0.2453238779900595,1416.62,9060.43,0.7632843903145553,0.2265558986982191,-0.0698417623028507,-0.0016,-0.1807139893299088,1593.29,2388.19,0.7495424137029595,38.97,552.08
47.87,8142.03,643.02,-0.7166364335528813,520.7,1.5304314335840097,0.0001,8.4838,146,1.4551221935882876,100.0,2388.17,0.6171414675300628,15,-0.751756864741239,-1.5317315786277084,397,23.166,1.5738047575405842,2.528834708093017,1419.74,9067.54,1.2447298327027456,1.1044250721898423,-1.5191013236636313,0.0031,0.1898888028356142,1596.42,2388.19,0.7426064351398535,38.61,552.55
47.78,8143.31,643.09,-0.7697476025449784,520.58,1.2149151742259414,0.0004,8.4405,147,0.745136655533251,100.0,2388.17,0.6246312332936063,15,-0.5507611759156087,-1.5370461202886956,395,23.1642,1.3759305447667072,1.3859368493047268,1417.82,9064.7,0.625550513915307,1.2213995000475466,-1.9077898758384493,-0.002,0.0163731812786941,1592.39,2388.19,0.7539527354554498,38.52,553.28
47.66,8139.98,643.54,-0.8386028439714205,520.31,0.8100113225500939,0.0001,8.4762,148,1.312912862587225,100.0,2388.17,0.6246315723665169,15,-0.8317269076130351,-1.4991612476580105,394,23.1681,0.74554328668185,0.8115382040440243,1411.81,9063.76,1.1922748760245918,2.0454313344512336,-1.5106631737977845,0.0012,-0.0151547686281965,1596.22,2388.23,1.0012320390401548,38.61,552.27
47.67,8137.4,643.31,-0.8416865155041151,520.3,0.8432300025220946,0.0003,8.5191,149,2.018997647735397,100.0,2388.22,0.9398861159975536,15,-0.7354468185000873,-1.0982475259535651,395,23.2281,2.365819431245493,1.3777525300979891,1427.71,9063.0,0.6329767001159651,1.6096590946353375,-1.350571905853906,-0.0016,-0.0529400562358061,1592.4,2388.15,0.497852788365764,38.65,552.6
47.74,8144.64,643.16,-0.8355191724386908,520.32,1.0757607623259813,0.0004,8.481,150,1.3919153560303694,100.0,2388.18,0.6876824810915773,15,-0.9630179382215642,-1.9261343612732305,392,23.1042,1.470081864533903,-0.3208904480639052,1418.92,9071.16,1.4455695996690814,1.3254598077989497,-1.2705262718819528,-0.0016,0.3527546107089319,1597.95,2388.18,0.68662000736723,38.67,551.82
47.67,8143.36,643.0,-0.5364030337670674,521.29,0.8432300025220946,0.0,8.4791,151,1.3606435357091358,100.0,2388.22,0.9398861159975536,15,-0.9250894182679849,-1.2886815437631765,395,23.1996,1.0665413907935226,1.3777525300979891,1414.96,9065.18,1.3211184348726372,1.0223139018401497,-1.23050345489599,-0.0012,0.0554440582175838,1597.1,2388.19,0.7495424137029595,38.68,551.95
47.75,8143.24,643.39,-0.6751682527384304,520.84,1.1089794422979582,0.0004,8.492,152,1.5729627368376118,100.0,2388.22,0.9398861159975536,15,-0.8754905844825449,-1.9020795379709488,394,23.1078,1.3284350820846191,0.8115382040440243,1417.53,9053.76,1.3855402142966766,1.7612320476148453,-1.3905947228398683,-0.001,-0.5123296055702864,1597.54,2388.16,0.5607751946986322,38.64,552.12
47.8,8143.39,643.59,-0.7430090264577821,520.62,1.2750728421578672,-0.0004,8.4783,153,1.3474764534686117,100.0,2388.17,0.6246315723665169,15,-0.7383643969580524,-1.7691098202723146,395,23.1277,1.565871774967207,1.3777525300979891,1419.86,9063.86,0.8760225043066076,2.140164430063507,-1.5907088077697094,0.0013,-0.0101830202587575,1594.06,2388.18,0.68662000736723,38.59,552.59
47.77,8145.66,643.54,-0.5980764644209948,521.09,1.175416802241936,0.0005,8.5026,154,1.7474265765245482,100.0,2388.16,0.5615806636385893,15,-0.8492323783608258,-1.886711178638958,394,23.1101,0.4958780945949961,0.8115382040440243,1409.36,9073.8,1.199595532777316,2.0454313344512336,-1.0303893699661493,-0.0007,0.4840087676616147,1596.27,2388.15,0.497852788365764,38.73,552.21
47.74,8144.76,643.4,-0.8786905738964856,520.18,1.0757607623259813,0.0005,8.5062,155,1.806678446606921,100.0,2388.16,0.5615806636385893,15,-0.7441995538739826,-1.3087272298483987,394,23.1966,2.0336118695299312,0.8115382040440243,1424.45,9065.65,1.0619671858259685,1.780178666737257,-1.350571905853906,-0.0,0.0788112755538295,1595.33,2388.2,0.8124648200358277,38.65,552.57
47.89,8140.92,643.18,-0.6628335666076519,520.88,1.5740409619057316,0.0002,8.4678,156,1.174658499061708,100.0,2388.09,0.1202243025545646,15,-0.6683425139668236,-1.4811201301813055,395,23.1708,1.5383576517576378,1.3777525300979891,1419.59,9070.07,0.4353189677922124,1.3633530460437724,-0.83027528503628,-0.0009,0.2985625534822368,1591.05,2388.17,0.6236976010343618,38.78,552.83
47.98,8141.73,643.57,-0.89075085802092,520.13,1.8974088838929688,-0.0002,8.5188,157,2.038990872161934,100.0,2388.17,0.6171414675300628,15,-0.9544880890017716,-1.6426833471077704,396,23.1495,1.7622949653676272,1.9594044712571823,1421.58,9060.71,1.6713082553755605,2.166314184019528,-1.27790880543693,0.0019,-0.1585994618747257,1599.3,2388.2,0.8047575262299409,38.67,551.85
47.76,8141.8,643.28,-0.6227458366825869,521.01,1.1421981222699351,0.0002,8.5003,158,1.709571215083038,100.0,2388.14,0.4354788461856012,15,-0.8929960552303686,-1.1142840748217524,395,23.2257,2.07233545034339,1.3777525300979891,1424.83,9069.23,0.9697269107415768,1.5528192372681031,-0.4300471151765699,-0.0003,0.2567998671790941,1594.7,2388.17,0.6236976010343618,38.88,552.06
47.97,8144.45,643.27,-0.8846415799694161,520.15,1.864047297501252,-0.0001,8.4774,159,1.3483576352205178,100.0,2388.17,0.6171414675300628,15,-0.6561835733041098,-1.6359589975029103,394,23.1505,1.2746789929454736,0.8205439975855132,1416.82,9067.49,1.3350815125049629,1.587101941203276,-1.7602938418903329,0.003,0.1873376442359227,1597.03,2388.16,0.5561531618639385,38.55,552.88
47.92,8142.35,643.32,-0.8139334717098285,520.39,1.6736970018216863,0.0005,8.4811,160,1.3935612413104312,100.0,2388.17,0.6246315723665169,15,-1.053462870418582,-1.81655127734068,395,23.1206,1.2611783364612148,1.3777525300979891,1416.87,9070.31,2.468997413700854,1.6286057137579648,-1.6307316247557002,0.0007,0.3104947495688362,1604.94,2388.21,0.8753872263715572,38.58,551.51
47.79,8142.95,643.42,-0.915187970226971,520.05,1.2635387424502256,-0.0004,8.4857,161,1.4868179218536994,100.0,2388.17,0.6171414675300628,15,-0.7401722233548994,-1.503489310287324,396,23.1702,0.8516004286380283,1.9594044712571823,1412.69,9068.14,0.8300008106596873,1.876708062611292,-1.4789025706258574,0.0031,0.2205027060311696,1593.62,2388.22,0.929059708412942,38.62,552.59
47.81,8141.22,643.12,-0.5795744352248271,521.15,1.308291522129868,0.0003,8.4815,162,1.4001447824307078,100.0,2388.15,0.4985297549135288,15,-1.132237488783706,-1.94818461596697,395,23.1009,2.110039989556518,1.3777525300979891,1425.2,9066.69,1.5817338152698843,1.2496733313093034,-1.5106631737977845,-0.0006,0.1305174585958503,1598.88,2388.19,0.7495424137029595,38.61,551.24
47.91,8143.79,643.35,-0.7491763695231713,520.6,1.6404783218496857,0.0003,8.4903,163,1.5449826870764725,100.0,2388.18,0.6876824810915773,15,-0.7879632307435255,-1.9976306416438527,395,23.0935,1.8501843814661283,1.3777525300979891,1422.65,9065.6,0.7457148141080173,1.6854455711251992,-1.9909369776294197,0.0011,0.0763254013691552,1593.17,2388.2,0.8124648200358277,38.49,552.42
47.72,8146.05,643.02,-0.7624560189392311,520.55,1.0300076377081584,0.0005,8.4757,164,1.3199982994040904,100.0,2388.15,0.4931818826894889,15,-0.7575491854343924,-2.058248152687611,395,23.0877,2.419961886155498,1.3899742344213477,1428.0,9068.05,0.7426114810149179,1.1044250721898423,-1.5994988297391797,0.0022,0.2159106205518177,1593.03,2388.18,0.6804553440469397,38.59,552.53
47.85,8145.23,643.46,-0.9650333768120052,519.9,1.4411662420177995,0.0002,8.44,165,0.7171023912034311,100.0,2388.15,0.4985297549135288,15,-1.2401878917285143,-1.3281047263974486,394,23.1937,1.723823223022171,0.8115382040440243,1421.41,9076.73,1.755965445984853,1.8938583814719416,-1.6307316247557002,-0.0007,0.6296809948856615,1600.07,2388.2,0.8124648200358277,38.58,550.87
47.82,8142.67,642.84,-0.862280832978793,520.28,1.3490828833769837,-0.0001,8.4928,166,1.613898194887907,100.0,2388.2,0.8180807444005862,15,-0.8137179943662514,-1.2538127413292897,397,23.2062,2.20007924329726,2.523982554831371,1425.81,9065.65,1.2690536313211636,0.7367933187748175,-0.7708557859431413,-0.0024,0.0640138052342557,1596.78,2388.16,0.5608406973449687,38.8,552.38
47.94,8149.8,643.21,-0.8174395214028022,520.37,1.7639625383260766,0.0005,8.4657,167,1.1531786769544814,100.0,2388.16,0.5551616751083667,15,-0.725691421622016,-1.376399102755631,395,23.1891,1.2101415848307888,1.3899742344213477,1416.19,9065.65,1.1306793516409146,1.4712594926401572,-1.0367162872102575,0.0022,0.0934550077693177,1595.65,2388.12,0.3075487974979361,38.73,552.64
47.89,8139.52,643.78,-0.9712007198773944,519.88,1.5740409619057316,-0.0002,8.4571,168,0.9985487740946803,100.0,2388.19,0.750733389819505,15,-1.030122242754828,-2.2535472339985114,396,23.0552,2.2068489415901986,1.9439668561519536,1426.15,9071.42,0.2156992652102873,2.5001501933895414,-1.5106631737977845,-0.001,0.3656811564694371,1589.55,2388.16,0.5607751946986322,38.61,551.59
47.94,8142.35,643.72,-0.921297248278475,520.03,1.7639625383260766,0.0004,8.5299,169,2.224160653080987,100.0,2388.23,0.9890202220517847,15,-0.7575491854343924,-1.4470047736065796,394,23.1786,1.830929986695963,0.8205439975855132,1422.25,9066.14,0.6655903769212148,2.455920305427544,-1.7602938418903329,0.0025,0.1184563620457374,1592.51,2388.18,0.6804553440469397,38.55,552.53
47.91,8147.04,643.6,-0.8015987855790501,520.43,1.6404783218496857,-0.0002,8.5199,170,2.0321647299759213,100.0,2388.16,0.5615806636385893,15,-0.8988312121462988,-2.236174306057979,395,23.0578,1.6504522277966454,1.3777525300979891,1420.69,9067.0,1.0561106604237889,2.1591110491859182,-0.8702981020222426,0.0014,0.1459298785410297,1595.29,2388.16,0.5607751946986322,38.77,552.04
48.01,8139.86,643.35,-0.7306743403270036,520.66,1.9726651215695272,0.0001,8.5058,171,1.8000949054866735,100.0,2388.26,1.1920897509063968,15,-0.951347624389704,-1.4577334964152209,396,23.1743,2.218058399194088,1.9439668561519536,1426.26,9068.16,0.2186275279113769,1.6854455711251992,-1.1504578209240368,0.0002,0.2036021596263049,1589.57,2388.2,0.8124648200358277,38.7,551.86
48.09,8145.62,643.38,-0.8848579169618749,520.16,2.2384145613454143,-0.0002,8.5436,172,2.4222395413514866,100.0,2388.21,0.876835207272493,15,-1.079721076540301,-1.5158659860623465,395,23.1656,1.6677759350026558,1.3777525300979891,1420.86,9072.66,0.9170181821218962,1.7422854284924338,-1.6707544417416629,-0.0014,0.4273308362502454,1594.34,2388.24,1.0641544453730232,38.57,551.42
48.14,8146.64,642.23,-0.8386028439714205,520.31,2.4045079612053235,0.0002,8.5161,173,1.9696210893334245,100.0,2388.2,0.8137842985445654,15,-1.1264023318677758,-1.964889354371306,396,23.0984,1.738089805427121,1.9439668561519536,1421.55,9070.23,1.6388349379411662,-0.4365757705868306,-1.5907088077697094,-0.0005,0.306517350873303,1599.27,2388.15,0.497852788365764,38.59,551.26
47.91,8149.22,642.87,-0.9178007712390536,520.1,1.6509602289668233,0.0005,8.501,174,1.7501093731423414,100.0,2388.17,0.6246312332936063,15,-0.9510398884460428,-1.607180099840556,395,23.1538,2.5992601523477386,1.3859368493047268,1429.68,9062.8,2.5927058295387115,0.7949460605274922,-2.1920233983122834,-0.0019,-0.0789080666326115,1605.81,2388.2,0.8183234148236587,38.45,551.91
47.94,8146.15,643.3,-0.8807874790655349,520.22,1.751586010830111,-0.0002,8.4608,175,1.0823423773095389,100.0,2388.15,0.4956648925546422,15,-1.138031403788723,-1.5053509564527627,396,23.1689,2.332108071096894,1.9549597020680487,1427.09,9076.14,0.4511157281036837,1.6284686923164893,-1.5829515644397898,-0.002,0.5900665897546825,1591.2,2388.19,0.7539527354554498,38.6,551.27
47.89,8144.57,643.18,-0.9029694141239282,520.09,1.5971546063674675,-0.0004,8.4865,176,1.500163491649667,100.0,2388.2,0.8030808447895146,15,-0.751756864741239,-1.9883149167971697,395,23.0981,1.9702488359594252,1.3899742344213477,1423.61,9069.51,1.6402035787223277,1.4133382683583784,-1.72009508885253,0.0027,0.2904044516612315,1599.09,2388.17,0.6183042529568523,38.56,552.55
47.82,8145.5,643.97,-0.9804517344754782,519.85,1.341510202101845,0.0002,8.486,177,1.4742096200336667,100.0,2388.27,1.2551406596314572,15,-0.8229741722391398,-1.884038420494268,395,23.1105,0.8199333235077294,1.3777525300979891,1412.54,9070.89,1.977049279917323,2.860135956715791,-1.23050345489599,0.0011,0.3393308901114737,1601.58,2388.19,0.7495424137029595,38.68,552.3
47.88,8139.08,643.08,-0.8632591067891172,520.22,1.5637930199757504,0.0004,8.515,178,1.9755994156310808,100.0,2388.22,0.9270404296300884,15,-1.16301163395549,-2.2250120228879577,395,23.0629,2.059371923355924,1.3899742344213477,1424.48,9073.62,1.9423632947822784,1.2202675207531806,-1.8406913479658809,0.0023,0.5001096885513243,1601.13,2388.2,0.8047575262299409,38.53,551.13
48.1,8153.41,643.61,-1.031925088774067,519.73,2.288256847434305,-0.0004,8.5113,179,1.9212039019253928,100.0,2388.19,0.7535975740325703,15,-0.8429354186385524,-2.4932959568707345,395,23.0224,1.2356499152296023,1.3859368493047268,1416.46,9075.83,1.7747679263212317,2.229380357094788,-1.8265802979887988,-0.004,0.5745207019376122,1600.23,2388.2,0.8183234148236587,38.54,552.28
47.95,8147.73,642.87,-0.7258003506301721,520.67,1.797324124717817,0.0004,8.4895,180,1.5502093783845523,100.0,2388.2,0.8030808447895146,15,-1.1601154736089134,-1.6252000381351484,397,23.1521,2.013273774702564,2.528834708093017,1424.03,9071.24,0.8285196355809636,0.814818950781826,-2.081883866192582,0.005,0.3786745392086081,1593.61,2388.24,1.0533618905959432,38.47,551.14
48.06,8144.47,643.13,-0.9126109607561264,520.07,2.13875852142946,0.0004,8.5069,181,1.8181996435673835,100.0,2388.2,0.8137842985445654,15,-1.123484753409811,-1.6722223375270897,397,23.1422,2.812159652200746,2.5101811822059186,1432.09,9075.44,2.102964576064312,1.2686199504317148,-1.23050345489599,-0.0002,0.565545440920179,1602.44,2388.23,1.0012320390401548,38.68,551.27
48.04,8147.53,643.71,-0.8941089315599587,520.13,2.072321161485482,-0.0004,8.517,182,1.9844340568540104,100.0,2388.19,0.750733389819505,15,-0.8579851137347543,-1.9328162566349552,395,23.1032,1.7859847606437846,1.3777525300979891,1422.02,9075.37,0.9550855972360952,2.3675238595326604,-1.9909369776294197,0.0017,0.5620652170615987,1594.6,2388.24,1.0641544453730232,38.49,552.18
47.79,8148.46,643.2,-0.7923477709809311,520.46,1.24185416218589,-0.0004,8.5359,183,2.295506374786432,100.0,2388.2,0.8137842985445654,15,-0.8754905844825449,-1.6154262269522852,395,23.1507,1.9622789575051127,1.3777525300979891,1423.75,9079.47,1.1673846430652963,1.401246284288811,-1.2705262718819528,0.0012,0.7659069002077833,1596.05,2388.25,1.1270768517087526,38.67,552.12
48.19,8145.0,643.32,-0.8324355009059962,520.33,2.5706013610652323,-0.0005,8.4927,184,1.5844839337980448,100.0,2388.21,0.876835207272493,15,-0.779210495369597,-2.4012171214929645,396,23.0331,2.3454385992383986,1.9439668561519536,1427.51,9073.56,2.1468885165806904,1.6286057137579648,-1.7908228926995786,0.0009,0.4720765715750154,1602.74,2388.24,1.0641544453730232,38.54,552.45
48.0,8149.55,643.68,-0.9526986906811916,519.94,1.93944644159755,-0.0003,8.5327,185,2.2428380458243358,100.0,2388.2,0.8137842985445654,15,-0.8813257413984751,-1.6107489001990778,395,23.1514,1.6147857717842244,1.3777525300979891,1420.34,9075.09,1.4294641548130549,2.3106840021652104,-1.8308457096855413,0.0011,0.5481443216271877,1597.84,2388.24,1.0641544453730232,38.53,552.1
48.09,8147.1,643.52,-0.92494564688694,520.03,2.2384145613454143,0.0001,8.5158,186,1.964683433493239,100.0,2388.19,0.750733389819505,15,-0.9951113012592137,-1.3528277392358783,395,23.19,1.4364534917221892,1.3777525300979891,1418.59,9073.18,1.4616750445250746,2.0075380962064107,-1.7908228926995786,-0.0003,0.4531839277712557,1598.06,2388.21,0.8753872263715572,38.54,551.71
47.99,8146.57,644.03,-1.0328741505313568,519.68,1.906227761625573,-0.0004,8.5093,187,1.857700890288956,100.0,2388.25,1.1290388421784692,15,-1.0884738119141963,-1.1002520945621064,397,23.2278,2.754074280980547,2.5101811822059186,1431.52,9077.66,1.2742662316551692,2.9738156714502604,-1.430617539825831,-0.0004,0.6759182547212903,1596.78,2388.17,0.6236976010343618,38.63,551.39
48.15,8144.22,643.11,-0.7746745750422391,520.51,2.464555852552278,0.0003,8.508,188,1.858825679916328,100.0,2388.17,0.6171414675300628,15,-0.8531224768714888,-2.243167766821064,394,23.0602,1.3412652076669958,0.8205439975855132,1417.47,9076.61,1.8371998641927905,1.2781887450347398,-1.9612876070792316,0.0035,0.6526689728095343,1600.42,2388.21,0.8669086173228546,38.5,552.2
47.98,8149.66,643.68,-1.211727099427785,519.1,1.8730090816535725,0.0003,8.5126,189,1.9120151045311429,100.0,2388.23,1.002937024725481,15,-1.053462870418582,-1.9154433286944463,395,23.1058,2.1528397367713907,1.3777525300979891,1425.62,9080.41,1.4470337310196262,2.3106840021652104,-2.1910510625592887,0.0002,0.812641334880365,1597.96,2388.24,1.0641544453730232,38.44,551.51
48.0,8140.16,643.69,-1.0254363076594426,519.57,1.8210354271216425,-0.0003,8.5309,190,2.0992606196889305,100.0,2388.17,0.5838742667727326,15,-0.979929773532388,-2.6331266884188573,396,22.9758,1.975755598559129,1.7887135787836708,1425.15,9074.06,1.4735022926604735,2.2804881816478813,-1.937528024068768,0.0058,0.4453603013157095,1598.67,2388.16,0.5013956165677784,38.52,551.7
47.99,8150.74,643.93,-0.8931252431233978,520.18,1.919295647268932,-0.0001,8.4888,191,1.547453717690589,100.0,2388.22,0.9470470851395502,15,-1.1292661765070424,-1.8641132364680293,396,23.1157,1.8070871855499056,1.9549597020680487,1422.0,9082.25,2.1221716594082145,2.849676269123758,-1.7453707201391195,-0.0026,0.8964710238271496,1602.6,2388.17,0.6252113767161047,38.56,551.3
48.12,8149.33,643.97,-0.9280293184196344,520.02,2.3380706012613457,-0.0002,8.5256,192,2.1259801909396807,100.0,2388.24,1.0659879334505415,15,-1.0709683411663724,-1.6675450107738583,395,23.1429,2.240477314401889,1.3777525300979891,1426.48,9078.19,2.2449853170672944,2.860135956715791,-2.151028245573298,0.0014,0.7022685210792536,1603.41,2388.22,0.9383096327044254,38.45,551.45
48.2,8147.28,643.8,-0.9989537636716808,519.79,2.603820041037233,0.0004,8.5142,193,1.9383492690121908,100.0,2388.21,0.876835207272493,15,-0.9630179382215642,-2.6651519882817163,397,22.9936,2.472818799282709,2.5101811822059186,1428.76,9076.67,2.8306378572857613,2.5380434316343643,-3.151598670222559,0.001,0.6266979458640343,1607.41,2388.18,0.68662000736723,38.2,551.82
48.03,8153.5,643.46,-0.8938054970466721,520.12,2.064216815851601,-0.0,8.528,194,2.1924649248155754,100.0,2388.29,1.360898976573507,15,-1.1688039546486435,-2.357481710103544,396,23.0432,2.7180632474472017,1.9594044712571823,1430.91,9086.08,1.8312751638778952,1.9539363616535907,-1.679896335814756,0.0019,1.1358584115805224,1600.38,2388.24,1.0533618905959432,38.57,551.11
48.01,8148.18,643.28,-1.088380238119895,519.5,1.9726651215695272,0.0001,8.5096,195,1.8626385461291703,100.0,2388.21,0.876835207272493,15,-1.0884738119141963,-2.3290526515861694,396,23.0439,2.7673218217851665,1.9439668561519536,1431.65,9082.7,2.102964576064312,1.5528192372681031,-2.1110054285873354,-0.0002,0.9264943725401472,1602.44,2388.25,1.1270768517087526,38.46,551.39
48.14,8143.42,643.17,-0.9854446678193022,519.82,2.431194266160561,0.0002,8.5559,196,2.6578916714499763,100.0,2388.26,1.174959599314055,15,-1.2209348408870897,-2.276117079884833,396,23.0553,2.9792860898162083,1.9594044712571823,1433.46,9083.82,1.6950070566351745,1.3940311935978584,-2.323076384419283,0.0035,1.0205460428769728,1599.46,2388.27,1.2398151638718582,38.41,550.93
48.19,8153.55,643.54,-1.0051211067370702,519.77,2.5706013610652323,-0.0003,8.5344,197,2.270818095585445,100.0,2388.19,0.750733389819505,15,-1.2022593717749348,-2.6598064719923364,396,22.9944,3.1413100891152475,1.9439668561519536,1435.32,9079.12,2.0971080506621327,2.0454313344512336,-2.551256415433008,-0.0008,0.7485057809148825,1602.4,2388.23,1.0012320390401548,38.35,551.0
48.07,8150.88,644.4,-0.915694632288856,520.06,2.171977201401437,-0.0,8.5322,198,2.2346086194239967,100.0,2388.27,1.2551406596314572,15,-0.980523408969388,-2.653124576630588,396,22.9954,2.328114892032365,1.9439668561519536,1427.34,9072.23,1.8306361448627064,3.674840578980133,-2.151028245573298,0.0013,0.405952318261721,1600.58,2388.27,1.2529216643773504,38.45,551.76
