sensor_11,sensor_14,sensor_2,sensor_12_norm,sensor_12,sensor_11_norm,setting2,sensor_15,cycle,sensor_15_norm,setting3,sensor_13,sensor_13_norm,id,sensor_7_norm,sensor_17,sensor_21,sensor_4_norm,sensor_17_norm,sensor_4,sensor_9,sensor_3_norm,sensor_2_norm,setting1,sensor_9_norm,sensor_14_norm,sensor_3,sensor_8,sensor_20,sensor_7
41.88,8061.73,555.86,1.2957113855119042,183.07,-0.829800720331365,0.84,9.3412,113,-0.4150204758957587,100.0,2387.81,-0.8645248829632838,85,1.2714733260717257,333,8.9816,0.0249291883121754,0.3598432399462613,1129.39,8334.76,1.619609767754506,1.3005316584684583,35.0018,-0.164945991091147,-1.1728681474281155,1372.28,2222.79,14.71,193.84
36.75,7866.46,536.7,-1.0019960138623052,164.98,-1.0191319413244162,0.62,10.9197,114,1.01305144421434,60.0,2028.02,-1.009073421474045,85,-1.0112629753055358,307,8.5846,-1.0472271897573384,-1.0182814431305491,1046.01,7998.1,-1.039845244010229,-1.0120390201466372,24.9989,-1.0551311044335756,-1.1228051228727625,1258.93,1915.25,14.35,175.12
47.5,8131.8,643.33,-0.2512928256902762,521.22,-0.158324018470774,0.0,8.4455,115,0.088096895158777,100.0,2388.16,0.8564408323815756,85,-0.4040595039251327,394,23.3177,0.1554316741993565,0.5268077109245528,1410.25,9046.18,0.5826398706750517,1.313314663955249,0.0,-0.8668167672779601,-0.5962270110831465,1593.93,2388.14,38.78,553.01
47.49,8133.37,642.64,-0.3193483734226255,521.17,-0.1962117558593216,0.0016,8.4589,116,0.4508775629006247,100.0,2388.17,0.9978478821129266,85,-0.0353983875849089,391,23.4133,-0.7106542534180476,-1.4451053773383822,1402.51,9046.68,0.4116103516408449,-0.0780810664819423,0.0002,-0.8407921621609852,-0.501315062595507,1592.9,2388.16,38.84,553.33
44.53,8055.6,608.07,0.9910300872175948,314.76,1.012220356780427,0.7,9.2249,117,-1.000623775246944,100.0,2388.07,0.9920858946819934,85,1.000242761849497,365,14.7163,0.9849754896207282,0.9781936228865032,1252.61,8711.69,0.9679633845867534,1.0067751594673748,19.9993,0.9410192361217696,0.8726880494355292,1482.98,2323.98,24.55,335.11
44.46,8051.0,607.53,0.99342523141705,314.94,0.9939434080828256,0.7,9.2025,118,-1.027238316736165,100.0,2388.05,0.9919747346033292,85,0.9822638056389104,365,14.6517,0.962548470700196,0.9781936228865032,1250.33,8715.33,0.9848108749762292,0.9915003989658794,20.0041,0.9512015358171412,0.8241564400846841,1484.86,2323.9,24.4,333.68
44.49,8048.17,607.25,0.991163150784231,314.77,1.0017763860960835,0.7,9.2381,119,-0.984940206155082,100.0,2388.03,0.9918635745246648,85,0.9871671573327064,366,14.6793,1.0218620338979196,1.012615606783349,1256.36,8715.35,0.9255758156813136,0.9835801527799208,20.0032,0.9512574825187656,0.7942989499840586,1478.25,2323.97,24.36,334.07
47.42,8128.2,642.83,-0.1287928397723259,521.31,-0.4614259175792088,0.0,8.4405,120,-0.0472690256403853,100.0,2388.11,0.1494055837441118,85,0.4945519671539909,392,23.2966,0.5459536234738714,-0.7878010145840706,1413.74,9051.95,0.3236048709727223,0.3050568882762046,0.0021,-0.5664928242280465,-0.8138595044306624,1592.37,2388.15,38.82,553.79
36.83,7866.66,536.64,-1.0067863022612151,164.62,-0.9982439999557294,0.62,10.9347,121,1.0308736818187278,60.0,2028.09,-1.00868436119872,85,-1.0131488798031498,308,8.6383,-1.0163408566825691,-0.9838594592337034,1049.15,8000.7,-0.9842843714491876,-1.0137362157579155,25.0009,-1.0478580332225962,-1.1206950529009887,1265.13,1915.15,14.15,174.97
44.43,8054.32,608.05,1.0035380624814156,315.7,0.9861104300695674,0.7,9.2732,122,-0.9432361701608108,100.0,2388.07,0.9920858946819934,85,0.9871671573327064,365,14.7086,1.0141896326882642,0.9781936228865032,1255.58,8722.3,1.0221800424890592,1.0062094275969464,20.0078,0.9706989613327308,0.8591836016161578,1489.03,2323.96,24.27,334.07
42.33,8070.96,549.29,-0.7620354435657909,130.82,0.9779634677828314,0.84,9.3666,123,0.1749386685012347,100.0,2387.76,-1.0220615511037483,85,-0.7519348605528862,331,6.3843,-0.1953669245625525,-0.6013037551012189,1127.68,8311.47,-0.3014234399734118,-0.9036674520454676,42.0057,-1.209187984647837,-0.6637305965664837,1356.58,2211.7,10.61,139.19
42.16,8074.08,549.92,-0.7620354435657909,130.82,0.2950303300507883,0.84,9.3817,124,0.5256624118238725,100.0,2387.8,-0.8960322165908036,85,-0.783035736614454,330,6.3636,0.1460276363251589,-1.0818772526249592,1130.33,8310.84,-0.962160976389365,-0.6923058935030396,42.0048,-1.237434977174237,-0.4916277624724259,1351.18,2211.74,10.58,138.35
45.46,8119.14,604.92,-0.1044327004023172,371.39,-0.1107064661271336,0.2504,8.6753,125,0.279551323448492,100.0,2388.19,0.2872664461114834,85,-0.0370987135236898,369,17.1734,0.5234264298131971,-0.4698604024177201,1315.68,8768.52,-0.1333401000502783,0.013950095697541,10.0021,-0.9269021785829308,-0.9979220445672607,1501.24,2319.01,28.59,394.3
42.12,8076.33,549.55,-0.7939354422557993,130.01,0.134340179996195,0.8406,9.4005,126,0.9623250856295036,100.0,2387.78,-0.959046883847276,85,-0.7378654166202724,332,6.4491,0.0584245037200269,-0.1207302575774788,1129.65,8308.64,0.0656529691465713,-0.8164388723295474,42.0009,-1.3360752685364263,-0.3675151417315145,1359.58,2211.77,10.54,139.57
36.75,7866.68,537.47,-1.0062540479946696,164.66,-1.0191319413244162,0.6202,10.8965,127,0.9854863833862164,60.0,2028.11,-1.0085732011200557,85,-1.0141546955352108,307,8.7113,-1.045554999750105,-1.0182814431305491,1046.18,8001.39,-1.0230873679313353,-0.9902583431352492,25.0042,-1.0459278720166036,-1.1204840459038066,1260.8,1915.19,14.4,174.89
36.61,7867.28,537.19,-1.008782255760761,164.47,-1.0556858387196193,0.6215,10.8996,128,0.9891696458244568,60.0,2028.06,-1.0088511013167163,85,-1.0123945180041043,307,8.5988,-0.9424694040101138,-1.0182814431305491,1056.66,8011.56,-0.97353065417931,-0.9981785893212078,25.0049,-1.0174789742413433,-1.114153835988485,1266.33,1915.21,14.31,175.03
42.01,8058.2,556.39,1.292166941213014,182.98,-0.3075577326539438,0.84,9.3483,129,-0.2501106363202304,100.0,2387.88,-0.6439735475649141,85,1.296279977216071,334,8.8402,0.7038534660021099,0.8404167374700015,1134.66,8346.21,0.6921300407113573,1.478343763273985,35.0072,0.3484318889527564,-1.367587059079398,1364.7,2222.76,14.76,194.51
42.05,8076.61,549.8,-0.7844835907920927,130.25,-0.1468675825993504,0.8407,9.3885,130,0.6836042300089012,100.0,2387.82,-0.8330175493343311,85,-0.7556373457983107,332,6.3389,-0.5187255463845136,-0.1207302575774788,1125.17,8315.34,-0.1778410489030186,-0.7325652379873134,42.0051,-1.0356707448425526,-0.3520700155948817,1357.59,2211.69,10.47,139.09
47.45,8127.54,642.76,-0.4826816879800472,521.05,-0.347762705413539,0.0009,8.4453,131,0.0826822583268221,100.0,2388.08,-0.2748155654435108,85,-0.2197289457550863,393,23.1257,0.2113803775338141,-0.1304966518297589,1410.75,9044.06,-0.2691867629613784,0.1639007996810375,0.0008,-0.9771610929739756,-0.853758794877694,1588.8,2388.11,38.93,553.17
45.54,8124.32,605.16,0.1387760454639888,371.52,0.2062520874102045,0.2503,8.68,132,0.4026377377478158,100.0,2388.21,0.4921566890590849,85,0.1118332965359124,369,17.0994,-0.0559418463026792,-0.4698604024177201,1310.78,8766.73,-0.9260658196275317,0.5197458401291236,9.9988,-1.0249816351222016,-0.6745921811828649,1496.65,2318.99,28.6,394.4
42.12,8078.02,550.05,-0.7695181593078916,130.63,0.134340179996195,0.84,9.4213,133,1.445441235371964,100.0,2387.79,-0.927539550219756,85,-0.7930324467771,332,6.3839,-0.5496442990686865,-0.1207302575774788,1124.93,8313.69,-0.2634922110309924,-0.6486916036450794,41.9994,-1.1096509633641538,-0.2742927732638685,1356.89,2211.71,10.46,138.08
42.1,8075.51,549.28,-0.7573095178339376,130.94,0.0539951049689125,0.8402,9.3421,134,-0.3941164117242187,100.0,2387.78,-0.959046883847276,85,-0.8033994054642893,331,6.3651,-0.0819981647206049,-0.6013037551012189,1128.56,8308.75,0.4241642620537628,-0.907022397419154,42.0011,-1.3311432539682924,-0.4127472968459639,1362.51,2211.68,10.65,137.8
47.45,8136.0,642.94,-0.2921261543295929,521.19,-0.347762705413539,0.0,8.4682,135,0.7026581755871073,100.0,2388.14,0.573626732925304,85,-0.7727206202652255,394,23.3001,0.1643834667328616,0.5268077109245528,1410.33,9038.53,-0.5581104164754846,0.526873598925622,0.0002,-1.264993225567658,-0.3423224355110812,1587.06,2388.1,38.81,552.69
47.54,8123.97,642.69,0.4156515420858495,521.71,-0.0067730689165566,0.0003,8.4299,136,-0.3342447777346713,100.0,2388.12,0.2908126334690324,85,0.5751965863534598,392,23.3741,-0.8147188416201457,-0.7878010145840706,1401.58,9048.97,-0.759028589321506,0.0227447110860996,0.0004,-0.7215994707252892,-1.0695776841139413,1585.85,2388.13,38.86,553.86
45.56,8118.03,604.89,0.1013593153307436,371.5,0.2854917257945532,0.2503,8.6462,137,-0.4825369012558716,100.0,2388.2,0.3897115675829548,85,0.61820213073878,369,17.1694,0.1781702326176114,-0.4698604024177201,1312.76,8771.46,-0.3889466501536269,-0.0492743723563468,10.0023,-0.7658107806917652,-1.067207015292533,1499.76,2318.98,28.44,394.74
47.71,8122.36,643.18,-0.6187927834444363,520.95,0.6373184666888875,0.0,8.4547,138,0.3371701894293302,100.0,2388.14,0.573626732925304,85,0.367824708412043,393,23.1919,-0.3962225406784021,-0.1304966518297589,1405.32,9039.82,-0.3090383013771185,1.0108373312513526,0.0028,-1.1978497443659115,-1.1669077714166056,1588.56,2388.12,38.87,553.68
45.56,8121.81,605.13,-0.0483076052023432,371.42,0.2854917257945532,0.25,8.6854,139,0.5440561711981077,100.0,2388.21,0.4921566890590849,85,0.3650177136373462,370,17.0718,-0.4224809597637262,0.2016294154064415,1307.68,8770.57,-0.1540649554640835,0.4565213720752357,10.0002,-0.8145765439989446,-0.8312636014714183,1501.12,2318.92,28.53,394.57
44.51,8059.81,607.52,0.9895663879845942,314.65,1.0069983714382544,0.7012,9.2385,140,-0.9844649464856308,100.0,2388.12,0.9923637948786528,85,0.9886758809307978,365,14.7137,1.014484725042481,0.9781936228865032,1255.61,8717.13,0.9796132449624552,0.9912175330306668,20.0079,0.956236738963203,0.9171050223414084,1484.28,2323.94,24.39,334.19
42.3,8072.03,549.87,-0.7836959365034502,130.27,0.8574458552418792,0.84,9.3665,141,0.1726159947044015,100.0,2387.78,-0.959046883847276,85,-0.7556373457983107,332,6.3697,-0.6668779029961814,-0.1207302575774788,1124.02,8317.33,-0.7419151309173807,-0.7090806203714711,42.0013,-0.9464461176558842,-0.6047081502585997,1352.98,2211.69,10.77,139.09
45.45,8120.7,604.97,-0.216682890802159,371.33,-0.1503262853192939,0.25,8.6579,142,-0.1761302954469136,100.0,2388.15,-0.1225140397837197,85,-0.2902831306251236,369,17.1454,0.0315545872331872,-0.4698604024177201,1311.52,8768.73,-0.6013764181449239,0.1193242091209271,10.0015,-0.915395650162176,-0.9005485721966906,1498.53,2318.98,28.5,394.13
36.76,7864.78,537.31,-1.0059879208613969,164.68,-1.0165209486533309,0.6211,10.9061,143,0.9968926154530264,60.0,2028.11,-1.0085732011200557,85,-1.006233896645232,308,8.5127,-1.126213576569564,-0.9838594592337034,1037.98,8003.11,-1.0146636227365964,-0.9947841980986568,25.0047,-1.0411164556770334,-1.1405297106356815,1261.74,1915.22,14.35,175.52
44.46,8052.45,608.33,0.9857075445521392,314.36,0.9939434080828256,0.7013,9.25,144,-0.9708012309889322,100.0,2388.09,0.9921970547606576,85,0.9879215191317522,365,14.5833,1.0694702670450162,0.9781936228865032,1261.2,8716.41,1.0364287178716485,1.0141296737829082,20.0066,0.9542226577047792,0.8394544473800561,1490.62,2323.89,24.26,334.13
36.75,7869.17,537.39,-1.0106451456936705,164.33,-1.0191319413244162,0.62,10.9073,145,0.9983183944613764,60.0,2028.05,-1.0089066813560486,85,-1.0086227090088762,308,8.5794,-1.0030617007427811,-0.9838594592337034,1050.5,8007.37,-1.0022072335656524,-0.992521270616953,24.9986,-1.0291998082313487,-1.0942136747552011,1263.13,1915.19,14.17,175.33
42.28,8077.95,549.58,-0.7935416151114775,130.02,0.7771007802145968,0.84,9.4093,146,1.16672037975132,100.0,2387.77,-0.9905542174762284,85,-0.7697067897309245,330,6.3343,-1.3277662416203362,-1.0818772526249592,1118.89,8312.25,-0.5779543348437982,-0.8063740362084504,41.9986,-1.1742155177103155,-0.2781540547980642,1354.32,2211.71,10.41,138.71
45.38,8126.03,604.82,-0.0857243353356946,371.4,-0.4276650196644719,0.25,8.6606,147,-0.1054210787217444,100.0,2388.12,-0.4298494042074514,85,-0.7370791608040996,369,17.0572,-1.168565413292545,-0.4698604024177201,1301.37,8769.97,-0.8017166871448576,-0.196798131148752,9.999,-0.8474523394869722,-0.5678558749304721,1497.37,2319.01,28.4,393.83
42.16,8072.71,549.88,-0.7596724806998643,130.88,0.2950303300507883,0.84,9.3607,148,0.037900914487746,100.0,2387.75,-1.0535688847327007,85,-0.744159641537494,332,6.4093,-0.0755567579114083,-0.1207302575774788,1128.61,8305.09,-0.7149961942485785,-0.7057256749977848,42.0057,-1.4952448295980558,-0.5671985582124416,1353.2,2211.72,10.6,139.4
42.18,8076.08,549.72,-0.768730505019249,130.65,0.3753754050780992,0.8418,9.4083,149,1.1434936417829469,100.0,2387.71,-1.1795982192456456,85,-0.7811844939917412,332,6.3379,0.0674424732529021,-0.1207302575774788,1129.72,8320.44,-1.0221167898789634,-0.7594048009768039,42.0028,-0.8070046148666273,-0.3813054329249491,1350.69,2211.69,10.34,138.4
42.28,8072.36,549.65,-0.7766070479056714,130.45,0.7771007802145968,0.84,9.3645,150,0.1261625187676138,100.0,2387.8,-0.8960322165908036,85,-0.787848967433506,333,6.4883,0.3689003119235655,0.3598432399462613,1132.06,8314.84,-1.0392470223045749,-0.7828894185926462,42.0043,-1.0580889928794064,-0.5865049658832701,1350.55,2211.73,10.63,138.22
36.9,7867.34,536.87,-1.008782255760761,164.47,-0.979967051258128,0.6204,10.9164,151,1.009130551941373,60.0,2028.08,-1.008739941238052,85,-1.0134003337361652,308,8.5404,-1.0675885621983474,-0.9838594592337034,1043.94,8000.5,-1.0164559089482432,-1.00723029924802,25.0074,-1.048417500238825,-1.1135208149969482,1261.54,1915.25,14.17,174.95
41.98,8058.64,555.66,1.2913792869243728,182.96,-0.4280753451948959,0.8411,9.3398,152,-0.447537909051506,100.0,2387.89,-0.6124662139373943,85,1.3073874329523456,336,8.8555,-0.2791052130821959,1.8015637325174816,1127.03,8346.65,0.4155991458409709,1.2334327509946557,35.0073,0.3681599472252106,-1.343316146578925,1362.44,2222.74,14.88,194.81
45.47,8119.9,605.0,-0.1792661606688075,371.35,-0.0710866469349734,0.2501,8.6854,153,0.5440561711981077,100.0,2388.14,-0.2249591612598498,85,0.275658507601551,369,17.0259,1.429132755333084,-0.4698604024177201,1323.34,8770.46,-0.002082682429643,0.182548677174815,10.004,-0.8206037731717779,-0.950483686232908,1502.0,2318.97,28.54,394.51
42.03,8058.31,555.85,1.2929545955016568,183.0,-0.2272126576266328,0.8408,9.3408,154,-0.4243111710831327,100.0,2387.88,-0.6439735475649141,85,1.2929477404951886,335,8.9469,0.8455644158045517,1.3209902349937417,1135.76,8342.34,1.3528675771273104,1.2971767130947718,35.0071,0.1749146491475535,-1.3615193309542546,1370.1,2222.77,14.97,194.42
45.54,8117.27,605.04,0.6813186323965751,371.81,0.2062520874102045,0.2501,8.6364,155,-0.7391851693693781,100.0,2388.13,-0.3274042827313212,85,0.0075808894941654,371,17.1055,0.8414877895584172,0.8731192332306031,1318.37,8772.1,-0.002082682429643,0.2668479679133323,10.0024,-0.7307432655044892,-1.1146453736268858,1502.0,2319.01,28.48,394.33
47.7,8129.71,642.86,-0.509903907072925,521.03,0.5994307293003398,0.0008,8.4335,156,-0.2367813147592416,100.0,2388.16,0.8564408323815756,85,-0.3579768643826538,392,23.3176,-0.0806718538720431,-0.7878010145840706,1408.14,9050.48,0.5843003514423727,0.3655523548168923,0.0016,-0.6430051632720134,-0.7225747641654503,1593.94,2388.21,38.97,553.05
47.65,8132.2,642.67,-0.6187927834444363,520.95,0.4099920423575479,0.0018,8.4512,157,0.242414044869878,100.0,2388.08,-0.2748155654435108,85,0.0222049118431896,393,23.3175,0.0793414376644871,-0.1304966518297589,1409.57,9047.48,0.6806082359470622,-0.0175855999412547,0.0003,-0.7991527939738632,-0.5720456229334469,1594.52,2388.14,38.94,553.38
42.2,8072.65,549.8,-0.7537650735350477,131.03,0.4557204801054101,0.84,9.3864,158,0.6348280802752804,100.0,2387.75,-1.0535688847327007,85,-0.7504538664547166,329,6.2593,0.8494292598900696,-1.5624507501486993,1135.79,8311.93,-0.7529274231909702,-0.7325652379873134,42.0014,-1.188563196453889,-0.5705082280988879,1352.89,2211.67,10.58,139.23
47.71,8127.08,642.61,-0.2104594970509594,521.25,0.6373184666888875,0.0,8.4404,159,-0.0499763440563628,100.0,2388.17,0.9978478821129266,85,0.5521552665822205,393,23.4176,0.2908275362687479,-0.1304966518297589,1411.46,9050.31,-0.8918670507072937,-0.13857653302263,0.0017,-0.6518535290117887,-0.881567391249876,1585.05,2388.09,38.79,553.84
36.87,7870.44,537.23,-1.0085161286274882,164.49,-0.987800029271386,0.6203,10.9099,160,1.0014075823128052,60.0,2028.02,-1.009073421474045,85,-1.007491166310308,308,8.456,-0.9659784282294448,-0.9838594592337034,1054.27,8012.8,-0.9765775407391084,-0.9970471255803576,24.9981,-1.014010278740722,-1.0808147304344304,1265.99,1915.22,14.29,175.42
42.02,8058.06,556.74,1.2968928669448674,183.1,-0.267385195140274,0.84,9.3432,161,-0.3685669999590122,100.0,2387.91,-0.549451546680922,85,1.2699923319735562,335,8.7946,-0.3499606879834169,1.3209902349937417,1126.48,8345.86,1.327172228488935,1.5957668513531202,35.002,0.332739115327024,-1.3753096221476893,1369.89,2222.82,14.8,193.8
45.48,8120.95,604.93,0.0452342201308759,371.47,-0.0314668277428131,0.25,8.648,162,-0.4353974234391232,100.0,2388.16,-0.0200689183122482,85,0.0969400955299606,371,16.984,-0.3539026740194079,0.8731192332306031,1308.26,8775.29,-0.4148527194208736,0.0350249183821703,10.0057,-0.5559536194932206,-0.8849438490603763,1499.61,2319.01,28.31,394.39
47.54,8127.12,642.7,-0.3329594829690644,521.16,-0.0067730689165566,0.0011,8.4034,163,-1.0516841579703862,100.0,2388.11,0.1494055837441118,85,0.287180089212705,396,23.1563,-0.2921579524763039,1.841416436433176,1406.25,9044.04,0.1243471788940596,0.0429098665996622,0.0022,-0.9782020771785828,-0.879149252434906,1591.17,2388.11,38.71,553.61
47.55,8123.92,642.75,0.1978737893425174,521.55,0.0311146684719909,0.0001,8.4533,164,0.2992677316055493,100.0,2388.17,0.9978478821129266,85,-0.4616628033532313,394,23.2839,-0.2787302636760463,0.5268077109245528,1406.37,9041.42,0.3435306401806112,0.1437356441674749,0.002,-1.1145710079915732,-1.0726003576326677,1592.49,2388.21,38.68,552.96
42.0,8058.64,555.62,1.2929545955016568,183.0,-0.347730270167585,0.8418,9.3323,165,-0.6217384438144082,100.0,2387.9,-0.5809588803084418,85,1.288875006725222,336,8.8301,0.0996495072989143,1.8015637325174816,1129.97,8343.13,1.2513097706041238,1.2200129694999104,35.0061,0.2103354810457402,-1.343316146578925,1369.27,2222.78,14.76,194.31
45.62,8117.11,605.13,-0.9463091284010772,370.94,0.5232106409475428,0.25,8.6443,166,-0.5322952389513697,100.0,2388.18,0.1848213246353532,85,0.2011925025717076,371,17.0408,0.3035029617365473,0.8731192332306031,1313.82,8771.91,0.9391711676130896,0.4565213720752357,10.0062,-0.7411539340757196,-1.1246323964341745,1507.45,2319.01,28.66,394.46
36.82,7863.58,536.52,-1.0038589037952144,164.84,-1.0008549926268149,0.6209,10.9499,167,1.0489335492578429,60.0,2028.09,-1.00868436119872,85,-1.0088741629418916,308,8.5723,-0.9577158423113548,-0.9838594592337034,1055.11,8001.49,-1.0066879490947689,-1.01713060698047,25.0005,-1.0456481385084906,-1.153190130466334,1262.63,1915.22,14.18,175.31
36.92,7869.49,536.55,-1.0065201751279425,164.64,-0.9747450659159552,0.62,10.9184,168,1.0115068502886255,60.0,2028.11,-1.0085732011200557,85,-1.0067368045112626,307,8.6273,-0.9969631254222864,-1.0182814431305491,1051.12,8013.71,-1.0266719403546272,-1.016282009174832,25.0037,-1.0114647038168794,-1.0908375628003633,1260.4,1915.19,14.34,175.48
45.57,8121.7,605.01,0.0452342201308759,371.47,0.3251115449867134,0.25,8.6485,169,-0.4223031240455612,100.0,2388.23,0.6970469320066864,85,-0.2009239245893284,370,17.1566,0.4229237696706329,0.2016294154064415,1314.83,8771.04,-0.1816980960157714,0.2036234998594444,10.0079,-0.7888238375332749,-0.838129679651433,1500.96,2318.97,28.61,394.19
45.53,8127.69,604.69,-0.1044327004023172,371.39,0.1666322682180443,0.25,8.6665,170,0.0490916541220628,100.0,2388.18,0.1848213246353532,85,0.1862993015657558,370,17.1038,0.0327369714701573,0.2016294154064415,1311.53,8770.66,-0.4753002143777302,-0.4707708260491726,10.0007,-0.8096451746757355,-0.4642405133053535,1499.26,2319.0,28.55,394.45
42.22,8070.92,549.81,-0.7868465536580194,130.19,0.5360655551326926,0.84,9.4113,171,1.2131738556881078,100.0,2387.77,-0.9905542174762284,85,-0.7745200205499765,330,6.3167,0.1073791954699501,-1.0818772526249592,1130.03,8317.65,-0.4433596514997876,-0.7292102926136271,42.0046,-0.9320984389123108,-0.6659370431574313,1355.42,2211.67,10.58,138.58
45.61,8122.43,605.35,-0.1792661606688075,371.35,0.4835908217553825,0.2507,8.6593,172,-0.1394662571449775,100.0,2388.23,0.6970469320066864,85,0.6479885327506836,369,17.0768,0.3058677302104875,-0.4698604024177201,1313.84,8774.74,0.3398774318978087,0.9201674711375596,10.0069,-0.5860897653572874,-0.7925638880933654,1503.98,2319.02,28.55,394.76
42.24,8074.09,549.58,-0.7604601349885057,130.86,0.6164106301600035,0.84,9.3906,173,0.7323803797424809,100.0,2387.79,-0.927539550219756,85,-0.7800737484181137,332,6.3498,0.1215502904502119,-0.1207302575774788,1130.14,8309.34,-0.3760623098277962,-0.8063740362084504,42.0004,-1.3046897212847983,-0.4910761508246765,1355.97,2211.73,10.6,138.43
42.09,8073.8,549.88,-0.7852712450807353,130.23,0.0138225674552713,0.8418,9.4216,174,1.4524092567624634,100.0,2387.75,-1.0535688847327007,85,-0.7856274762862511,331,6.4124,-0.3087356844045295,-0.6013037551012189,1126.8,8311.78,-0.3320131407334105,-0.7057256749977848,42.006,-1.1952886708649288,-0.5070728886090586,1356.33,2211.72,10.68,138.28
47.47,8131.55,642.36,0.0617626938781282,521.45,-0.2719872306364438,0.0015,8.4476,175,0.1449505818944483,100.0,2388.19,1.2806619815691982,85,-0.0353983875849089,394,23.2858,-0.241804119475287,0.5268077109245528,1406.7,9049.69,0.4248941977794123,-0.6427054208621523,0.0022,-0.6841240393567846,-0.6113403786767224,1592.98,2388.15,38.76,553.33
44.54,8063.83,607.64,0.989034133718049,314.61,1.0148313494515124,0.7,9.2092,176,-1.0192777172728726,100.0,2388.09,0.9921970547606576,85,0.9888016078973052,366,14.689,1.0196980233003266,1.012615606783349,1256.14,8710.34,1.003719494509101,0.994611924253221,20.0019,0.9372428337622208,0.9595174287740952,1486.97,2323.93,24.54,334.2
44.56,8054.51,607.43,0.9869051166518664,314.45,1.020053334793685,0.7014,9.2291,177,-0.995633548717714,100.0,2388.05,0.9919747346033292,85,0.9947107753231628,366,14.7464,1.0686833541004346,1.012615606783349,1261.12,8717.01,1.0100821105604465,0.9886717396137504,20.0016,0.9559010587534684,0.8611881680893502,1487.68,2323.98,24.41,334.67
45.57,8121.8,604.9,-0.5534334620016843,371.15,0.3251115449867134,0.2515,8.6829,178,0.4785846742303912,100.0,2388.15,-0.1225140397837197,85,0.4096973166552861,370,17.1831,0.3425216415566137,0.2016294154064415,1314.15,8771.33,-0.0918903892227072,-0.0281995496717175,10.0035,-0.7729338697141229,-0.8318877903968845,1501.48,2318.92,28.43,394.6
41.83,8077.18,549.3,-0.7683366778749282,130.66,-1.030663407899628,0.8406,9.387,179,0.6487641230563208,100.0,2387.74,-1.0850762183616534,85,-0.7582290854701078,331,6.4765,-0.1902137991151953,-0.6013037551012189,1127.72,8315.08,0.2198250609769632,-0.9003125066717814,42.0008,-1.0473282338217262,-0.3206281516738167,1360.84,2211.77,10.51,139.02
42.02,8061.4,555.99,1.3008311383880782,183.2,-0.267385195140274,0.8416,9.2924,180,-1.5484852887529992,100.0,2387.83,-0.8015102157068114,85,1.2799890421362023,335,8.9346,0.2349190502921596,1.3209902349937417,1131.02,8335.61,0.3911273852329665,1.3441459483264184,35.0061,-0.1268349694284792,-1.1910713318034452,1362.24,2222.73,14.8,194.07
47.68,8130.29,642.61,-0.4826816879800472,521.05,0.5236552545232177,0.0007,8.4643,181,0.5970727573637452,100.0,2388.17,0.9978478821129266,85,-0.6805553411802678,394,23.2338,0.5515484938073121,0.5268077109245528,1413.79,9050.52,0.6955525628529505,-0.13857653302263,0.0014,-0.64092319486261,-0.6875117513483585,1594.61,2388.11,38.81,552.77
42.15,8078.94,549.86,-0.7951169236887626,129.98,0.2548577925371471,0.84,9.3783,182,0.4466915027313376,100.0,2387.71,-1.1795982192456456,85,-0.7785927543199441,331,6.2004,0.295468274298666,-0.6013037551012189,1131.49,8315.52,-0.3577084893718137,-0.7124355657451574,42.0055,-1.027600175549272,-0.2235445016720753,1356.12,2211.73,10.45,138.47
47.61,8128.62,643.39,-0.8910149743735241,520.75,0.2584410928033305,0.0,8.4576,183,0.4156824234928213,100.0,2388.15,0.7150337826566551,85,-0.1966876259837159,395,23.2439,-0.3727240852779259,1.1841120736788644,1405.53,9051.55,0.4697271784971152,1.4343055970366247,0.0018,-0.5873125083217021,-0.7884690468734503,1593.25,2388.17,38.63,553.19
47.7,8128.7,642.7,-0.8229594266413295,520.8,0.5994307293003398,0.0005,8.4211,184,-0.5724887983412664,100.0,2388.14,0.573626732925304,85,-0.9224891987785436,394,23.1784,0.3098500954024716,0.5268077109245528,1411.63,9044.69,0.9280198702781074,0.0429098665996622,0.002,-0.944370090526534,-0.7836327692435103,1596.01,2388.14,38.72,552.56
44.48,8056.78,608.17,0.99009864225114,314.69,0.9991653934249964,0.7009,9.24,185,-0.9826827227251916,100.0,2388.07,0.9920858946819934,85,0.9854069798016004,366,14.5709,0.9937298961291828,1.012615606783349,1253.5,8719.66,0.9365087615723576,1.0096038188195005,20.0047,0.9633139967185056,0.8851374622689995,1479.47,2323.93,24.33,333.93
44.48,8051.05,607.86,0.9931591042837772,314.92,0.9991653934249964,0.7016,9.2151,186,-1.012267637148479,100.0,2388.12,0.9923637948786528,85,0.985909887667631,365,14.627,0.9738603442785356,0.9781936228865032,1251.48,8716.46,0.9208262572204506,1.0008349748279042,20.0019,0.9543625244588346,0.8246839575776299,1477.72,2323.95,24.68,333.97
44.42,8054.46,607.59,0.982647082519502,314.13,0.983499437398482,0.7016,9.2643,187,-0.9538106978060804,100.0,2388.1,0.9922526347999884,85,0.9881729730647671,366,14.5437,0.979663827244813,1.012615606783349,1252.07,8714.27,0.9819432170375956,0.993197594577158,20.0056,0.9482363606311276,0.8606606505964043,1484.54,2323.99,24.41,334.15
